OBJECTID,NAME,CITY,STATE,POPULATION,COUNTY,BEDS
6582,AVERA GETTYSBURG HOSPITAL,GETTYSBURG,SD,6,POTTER,6
6583,LANDMANN-JUNGMAN MEMORIAL HOSPITAL,SCOTLAND,SD,20,BON HOMME,20
6584,"SIOUX FALLS SPECIALTY HOSPITAL, LLP",SIOUX FALLS,SD,33,MINNEHAHA,33
6700,PHS INDIAN HOSPITAL ROSEBUD,ROSEBUD,SD,35,TODD,35
7438,AVERA QUEEN OF PEACE HOSPITAL,MITCHELL,SD,67,DAVISON,67
517,STARR REGIONAL MEDICAL CENTER ETOWAH,ETOWAH,TN,72,MCMINN,72
537,JACKSON COUNTY HOSPITAL,GAINESBORO,TN,0,JACKSON,0
538,MAURY REGIONAL HOSPITAL,COLUMBIA,TN,255,MAURY,255
539,WEST TENNESSEE HEALTHCARE NORTH HOSPITAL,JACKSON,TN,152,MADISON,152
542,HENRY COUNTY MEDICAL CENTER,PARIS,TN,142,HENRY,142
544,METHODIST MEDICAL CENTER OF OAK RIDGE,OAK RIDGE,TN,301,ANDERSON,301
545,ERLANGER BLEDSOE,PIKEVILLE,TN,25,BLEDSOE,25
546,STARR REGIONAL MEDICAL CENTER,ATHENS,TN,190,MCMINN,190
547,TRISTAR SKYLINE MEDICAL CENTER,NASHVILLE,TN,213,DAVIDSON,213
548,KINDRED HOSPITAL - CHATTANOOGA,CHATTANOOGA,TN,49,HAMILTON,49
549,ERLANGER MEDICAL CENTER,CHATTANOOGA,TN,560,HAMILTON,560
550,NORTHCREST MEDICAL CENTER,SPRINGFIELD,TN,109,ROBERTSON,109
551,JELLICO MEDICAL CENTER,JELLICO,TN,54,CAMPBELL,54
552,JOHNSON CITY MEDICAL CENTER,JOHNSON CITY,TN,585,WASHINGTON,585
553,WILLIAMSON MEDICAL CENTER,FRANKLIN,TN,185,WILLIAMSON,185
555,RHEA MEDICAL CENTER,DAYTON,TN,25,RHEA,25
556,SAINT THOMAS RUTHERFORD HOSPITAL,MURFREESBORO,TN,286,RUTHERFORD,286
557,TENNOVA HEALTHCARE PHYSICIANS REGIONAL MEDICAL CENTER,KNOXVILLE,TN,243,KNOX,243
558,BRISTOL REGIONAL MEDICAL CENTER,BRISTOL,TN,348,SULLIVAN,348
559,HANCOCK COUNTY HOSPITAL,SNEEDVILLE,TN,10,HANCOCK,10
560,HOLSTON VALLEY MEDICAL CENTER,KINGSPORT,TN,505,SULLIVAN,505
2138,BOLIVAR GENERAL HOSPITAL,BOLIVAR,TN,25,HARDEMAN,25
2746,PENINSULA HOSPITAL,LOUISVILLE,TN,155,BLOUNT,155
2751,ROANE MEDICAL CENTER,HARRIMAN,TN,54,ROANE,54
3452,SELECT SPECIALTY HOSPITAL - NASHVILLE,NASHVILLE,TN,70,DAVIDSON,70
3488,CURAHEALTH NASHVILLE,NASHVILLE,TN,60,DAVIDSON,60
3557,SELECT SPECIALTY HOSPITAL - TRICITIES,BRISTOL,TN,33,SULLIVAN,33
3560,SELECT SPECIALTY HOSPITAL - KNOXVILLE,KNOXVILLE,TN,68,KNOX,68
3702,MACON COUNTY GENERAL HOSPITAL,LAFAYETTE,TN,25,MACON,25
3703,DELTA MEDICAL CENTER,MEMPHIS,TN,223,SHELBY,223
3705,JACKSON - MADISON COUNTY GENERAL HOSPITAL,JACKSON,TN,792,MADISON,792
3706,SISKIN HOSPITAL FOR PHYSICAL REHABILITATION,CHATTANOOGA,TN,88,HAMILTON,88
3709,PERRY COMMUNITY HOSPITAL,LINDEN,TN,53,PERRY,53
3710,COOKEVILLE REGIONAL MEDICAL CENTER,COOKEVILLE,TN,247,PUTNAM,247
3711,WEST TENNESSEE HEALTHCARE REHABILITATION HOSPITAL,JACKSON,TN,48,MADISON,48
4489,BAPTIST MEMORIAL HOSPITAL,MEMPHIS,TN,927,SHELBY,927
5363,PARKRIDGE WEST HOSPITAL,JASPER,TN,68,MARION,68
5411,METHODIST HOSPITAL-NORTH,MEMPHIS,TN,246,SHELBY,246
5413,METHODIST EXTENDED CARE HOSPITAL,MEMPHIS,TN,36,SHELBY,36
5414,BAPTIST MEMORIAL HOSPITAL - COLLIERVILLE,COLLIERVILLE,TN,81,SHELBY,81
5415,BAPTIST MEMORIAL HOSPITAL FOR WOMEN,MEMPHIS,TN,140,SHELBY,140
5417,METHODIST HOSPITAL GERMANTOWN,GERMANTOWN,TN,309,SHELBY,309
5418,LINCOLN MEDICAL CENTER,FAYETTEVILLE,TN,49,LINCOLN,49
5419,TRISTAR SUMMIT MEDICAL CENTER,HERMITAGE,TN,218,DAVIDSON,218
5425,JOHNSON CITY SPECIALTY HOSPITAL,JOHNSON CITY,TN,49,WASHINGTON,49
5426,TROUSDALE MEDICAL CENTER,HARTSVILLE,TN,25,TROUSDALE,25
5427,LAUDERDALE COMMUNITY HOSPITAL,RIPLEY,TN,25,LAUDERDALE,25
5428,BAPTIST MEMORIAL HOSPITAL - UNION CITY,UNION CITY,TN,137,OBION,137
5429,BEDFORD COUNTY MEDICAL CENTER,SHELBYVILLE,TN,177,BEDFORD,177
5430,TENNOVA HEALTHCARE - SHELBYVILLE,SHELBYVILLE,TN,60,BEDFORD,60
5431,SWEETWATER HOSPITAL ASSOCIATION,SWEETWATER,TN,59,MONROE,59
5432,WOODRIDGE PSYCHIATRIC HOSPITAL,JOHNSON CITY,TN,84,WASHINGTON,84
5436,MCKENZIE REGIONAL HOSPITAL,MC KENZIE,TN,45,CARROLL,45
5437,CLAIBORNE COUNTY HOSPITAL,TAZEWELL,TN,85,CLAIBORNE,85
5439,THE WOMEN'S HOSPITAL AT CENTENNIAL,NASHVILLE,TN,0,DAVIDSON,0
5441,CUMBERLAND MEDICAL CENTER,CROSSVILLE,TN,189,CUMBERLAND,189
5442,DECATUR COUNTY GENERAL HOSPITAL,PARSONS,TN,40,DECATUR,40
5443,METROPOLITAN NASHVILLE GENERAL HOSPITAL,NASHVILLE,TN,150,DAVIDSON,150
5444,LAKEWAY REGIONAL HOSPITAL,MORRISTOWN,TN,135,HAMBLEN,135
5446,METROPOLITAN HOSPITAL,CHATTANOOGA,TN,64,HAMILTON,64
5448,UNITY MEDICAL CENTER,MANCHESTER,TN,49,COFFEE,49
5451,TENNOVA HEALTHCARE - JAMESTOWN,JAMESTOWN,TN,85,FENTRESS,85
5456,VANDERBILT WILSON COUNTY HOSPITAL,LEBANON,TN,245,WILSON,245
5457,WAYNE MEDICAL CENTER,WAYNESBORO,TN,80,WAYNE,80
5894,BAPTIST REHABILITATION-GERMANTOWN,GERMANTOWN,TN,68,SHELBY,68
5906,FRANKLIN WOODS COMMUNITY HOSPITAL,JOHNSON CITY,TN,80,WASHINGTON,80
5909,TENNOVA HEALTHCARE - HARTON,TULLAHOMA,TN,135,COFFEE,135
6006,ST. JOSEPH HOSPITAL,MEMPHIS,TN,511,SHELBY,511
6051,HAYWOOD PARK COMMUNITY HOSPITAL,BROWNSVILLE,TN,36,HAYWOOD,36
6137,TENNOVA HEALTHCARE - LAFOLLETTE MEDICAL CENTER,LAFOLLETTE,TN,66,CAMPBELL,66
6143,MARSHALL MEDICAL CENTER,LEWISBURG,TN,25,MARSHALL,25
6265,COPPER BASIN MEDICAL CENTER,COPPERHILL,TN,25,POLK,25
6266,MEMPHIS VETERANS AFFAIRS MEDICAL CENTER,MEMPHIS,TN,280,SHELBY,280
6267,BIG SOUTH FORK MEDICAL CENTER,ONEIDA,TN,25,SCOTT,25
6268,SYCAMORE SHOALS HOSPITAL,ELIZABETHTON,TN,121,CARTER,121
6269,SAINT THOMAS RIVER PARK HOSPITAL,MC MINNVILLE,TN,125,WARREN,125
6270,CUMBERLAND RIVER HOSPITAL,CELINA,TN,33,CLAY,33
6272,RIVERVIEW REGIONAL MEDICAL CENTER,CARTHAGE,TN,35,SMITH,35
6274,PARKRIDGE EAST HOSPITAL,CHATTANOOGA,TN,128,HAMILTON,128
6275,PARKRIDGE VALLEY HOSPITAL,CHATTANOOGA,TN,100,HAMILTON,100
6276,UNITED REGIONAL MEDICAL CENTER,MANCHESTER,TN,36,COFFEE,36
6277,METHODIST HEALTHCARE - FAYETTE HOSPITAL,SOMERVILLE,TN,10,FAYETTE,10
6278,BAPTIST MEMORIAL HOSPITAL TIPTON,COVINGTON,TN,100,TIPTON,100
6279,MEMORIAL HEALTH CARE SYSTEM,CHATTANOOGA,TN,423,HAMILTON,423
6280,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCEBURG,LAWRENCEBURG,TN,99,LAWRENCE,99
6281,ROANE MEDICAL CENTER,HARRIMAN,TN,36,ROANE,36
6282,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM SEWANEE,SEWANEE,TN,21,FRANKLIN,21
6283,HUMBOLDT GENERAL HOSPITAL,HUMBOLDT,TN,30,GIBSON,30
6284,MILAN GENERAL HOSPITAL,MILAN,TN,70,GIBSON,70
6285,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM PULASKI,PULASKI,TN,95,GILES,95
6286,HOUSTON COUNTY COMMUNITY HOSPITAL,ERIN,TN,25,HOUSTON,25
6287,SAINT THOMAS HICKMAN HOSPITAL,CENTERVILLE,TN,25,HICKMAN,25
6288,HAWKINS COUNTY MEMORIAL HOSPITAL,ROGERSVILLE,TN,50,HAWKINS,50
6289,WEST TENNESSEE HEALTHCARE - VOLUNTEER HOSPITAL,MARTIN,TN,100,WEAKLEY,100
6290,EAST TENNESSEE CHILDREN'S HOSPITAL,KNOXVILLE,TN,152,KNOX,152
6291,PARKWEST MEDICAL CENTER,KNOXVILLE,TN,297,KNOX,297
6292,TENNOVA HEALTHCARE TURKEY CREEK MEDICAL CENTER,KNOXVILLE,TN,101,KNOX,101
6293,BAPTIST HOSPITAL FOR WOMEN,KNOXVILLE,TN,0,KNOX,0
6294,JAMES H. QUILLEN VA MEDICAL CENTER,MOUNTAIN HOME,TN,0,WASHINGTON,0
6295,GREENVILLE COMMUNITY HOSPITAL,GREENEVILLE,TN,140,GREENE,140
6296,SELECT SPECIALTY HOSPITAL - KNOXVILLE (UT MEDICAL CENTER),KNOXVILLE,TN,685,KNOX,685
6298,BAPTIST MEMORIAL RESTORATIVE CARE HOSPITAL,MEMPHIS,TN,30,SHELBY,30
6299,PARKRIDGE VALLEY ADULT SERVICES,CHATTANOOGA,TN,50,HAMILTON,50
6300,SAINT THOMAS MIDTOWN HOSPITAL,NASHVILLE,TN,683,DAVIDSON,683
6301,ST. JUDE CHILDREN'S RESEARCH HOSPITAL,MEMPHIS,TN,80,SHELBY,80
6302,THREE RIVERS HOSPITAL,WAVERLY,TN,25,HUMPHREYS,25
6304,VANDERBILT STALLWORTH REHABILITATION HOSPITAL,NASHVILLE,TN,80,DAVIDSON,80
6305,TRUSTPOINT HOSPITAL,MURFREESBORO,TN,217,RUTHERFORD,217
6306,BAPTIST MEMORIAL REHABILITATION HOSPITAL,GERMANTOWN,TN,49,SHELBY,49
6417,VA MEDICAL CENTER - ALVIN C. YORK CAMPUS,MURFREESBORO,TN,0,RUTHERFORD,0
6674,VA MEDICAL CENTER - NASHVILLE CAMPUS,NASHVILLE,TN,493,DAVIDSON,493
6721,INDIAN PATH MEDICAL CENTER,KINGSPORT,TN,239,SULLIVAN,239
6722,LE BONHEUR CHILDREN'S HOSPITAL,MEMPHIS,TN,225,SHELBY,225
6770,BAPTIST MEMORIAL HOSPITAL - CARROLL COUNTY,HUNTINGDON,TN,70,CARROLL,70
6771,CAMDEN GENERAL HOSPITAL,CAMDEN,TN,25,BENTON,25
6772,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF CHATTANOOGA,CHATTANOOGA,TN,69,HAMILTON,69
6773,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF FRANKLIN,FRANKLIN,TN,40,WILLIAMSON,40
6774,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KINGSPORT,KINGSPORT,TN,50,SULLIVAN,50
6775,ERLANGER EAST HOSPITAL,CHATTANOOGA,TN,28,HAMILTON,28
6776,ERLANGER NORTH HOSPITAL,CHATTANOOGA,TN,67,HAMILTON,67
6777,FORT LOUDOUN MEDICAL CENTER,LENOIR CITY,TN,50,LOUDON,50
6778,HARDIN MEDICAL CENTER,SAVANNAH,TN,58,HARDIN,58
6779,HENDERSON COUNTY COMMUNITY HOSPITAL,LEXINGTON,TN,45,HENDERSON,45
6780,LECONTE MEDICAL CENTER,SEVIERVILLE,TN,79,SEVIER,79
6781,MEMORIAL HOSPITAL HIXSON,HIXSON,TN,83,HAMILTON,83
6782,PARKRIDGE MEDICAL CENTER,CHATTANOOGA,TN,275,HAMILTON,275
6783,QUILLEN REHABILITATION HOSPITAL,JOHNSON CITY,TN,36,WASHINGTON,36
6784,SAINT FRANCIS HOSPITAL MEMPHIS,MEMPHIS,TN,479,SHELBY,479
6785,SAINT FRANCIS HOSPITAL BARTLETT,BARTLETT,TN,196,SHELBY,196
6786,SAINT THOMAS DEKALB HOSPITAL,SMITHVILLE,TN,71,DEKALB,71
6787,SAINT THOMAS HOSPITAL FOR SPECIALTY SURGERY,NASHVILLE,TN,23,DAVIDSON,23
6788,SAINT THOMAS STONES RIVER HOSPITAL,WOODBURY,TN,60,CANNON,60
6789,SAINT THOMAS HIGHLANDS HOSPITAL,SPARTA,TN,60,WHITE,60
6790,SAINT THOMAS WEST HOSPITAL,NASHVILLE,TN,541,DAVIDSON,541
6791,SELECT SPECIALTY HOSPITAL - MEMPHIS,MEMPHIS,TN,39,SHELBY,39
6792,TENNOVA HEALTHCARE - CLARKSVILLE,CLARKSVILLE,TN,270,MONTGOMERY,270
6793,TENNOVA HEALTHCARE - CLEVELAND,CLEVELAND,TN,208,BRADLEY,208
6794,TENNOVA HEALTHCARE - CLEVELAND,CLEVELAND,TN,140,BRADLEY,140
6795,TENNOVA HEALTHCARE - NEWPORT MEDICAL CENTER,NEWPORT,TN,74,COCKE,74
6796,TRISTAR ASHLAND CITY MEDICAL CENTER,ASHLAND CITY,TN,12,CHEATHAM,12
6797,TRISTAR HORIZON MEDICAL CENTER,DICKSON,TN,157,DICKSON,157
6798,TRISTAR SKYLINE MADISON CAMPUS,MADISON,TN,172,DAVIDSON,172
6799,TRISTAR SOUTHERN HILLS MEDICAL CENTER,NASHVILLE,TN,126,DAVIDSON,126
6800,METHODIST HOSPITAL-SOUTH,MEMPHIS,TN,156,SHELBY,156
6801,TENNOVA HEALTHCARE NORTH KNOXVILLE MEDICAL CENTER,POWELL,TN,250,KNOX,250
6802,GREENVILLE COMMUNITY HOSPITAL WEST,GREENEVILLE,TN,100,GREENE,100
6803,VANDERBILT WILSON COUNTY HOSPITAL,LEBANON,TN,245,WILSON,245
6804,WEST TENNESSEE HEALTHCARE REHABILITATION HOSPITAL CANE CREEK,MARTIN,TN,40,WEAKLEY,40
6805,WEST TENNESSEE HEALTHCARE DYERSBURG HOSPITAL,DYERSBURG,TN,225,DYER,225
6806,BLOUNT MEMORIAL HOSPITAL,MARYVILLE,TN,304,BLOUNT,304
6807,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MEMPHIS,MEMPHIS,TN,80,SHELBY,80
6808,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF NORTH MEMPHIS,MEMPHIS,TN,50,SHELBY,50
6809,FORT SANDERS REGIONAL MEDICAL CENTER,KNOXVILLE,TN,517,KNOX,517
6810,JOHNSON COUNTY HEALTH CENTER,MOUNTAIN CITY,TN,2,JOHNSON,2
6811,LIVINGSTON REGIONAL HOSPITAL,LIVINGSTON,TN,114,OVERTON,114
6812,METHODIST HEALTHCARE - MEMPHIS HOSPITAL,MEMPHIS,TN,617,SHELBY,617
6813,MORRISTOWN-HAMBLEN HEALTHCARE SYSTEM,MORRISTOWN,TN,167,HAMBLEN,167
6814,REGIONAL ONE HEALTH,MEMPHIS,TN,625,SHELBY,625
6815,REGIONAL ONE HEALTH EXTENDED CARE HOSPITAL,MEMPHIS,TN,30,SHELBY,30
6816,SELECT SPECIALTY HOSPITAL - NORTH KNOXVILLE,POWELL,TN,68,KNOX,68
6817,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM WINCHESTER,WINCHESTER,TN,152,FRANKLIN,152
6818,SUMNER REGIONAL MEDICAL CENTER,GALLATIN,TN,155,SUMNER,155
6819,TENNOVA HEALTHCARE - JEFFERSON MEMORIAL HOSPITAL,JEFFERSON CITY,TN,58,JEFFERSON,58
6820,THE UNIVERSITY OF TENNESSEE MEDICAL CENTER,KNOXVILLE,TN,685,KNOX,685
6821,TRISTAR CENTENNIAL MEDICAL CENTER,NASHVILLE,TN,733,DAVIDSON,733
6822,TRISTAR HENDERSONVILLE MEDICAL CENTER,HENDERSONVILLE,TN,159,SUMNER,159
6823,TRISTAR PORTLAND MEDICAL PARK,PORTLAND,TN,159,SUMNER,159
6824,TRISTAR STONECREST MEDICAL CENTER,SMYRNA,TN,109,RUTHERFORD,109
6825,UNICOI COUNTY MEMORIAL HOSPITAL,ERWIN,TN,10,UNICOI,10
6826,VANDERBILT UNIVERSITY HOSPITAL,NASHVILLE,TN,1091,DAVIDSON,1091
7376,UNICOI COUNTY HOSPITAL,ERWIN,TN,10,UNICOI,10
13,CORPUS CHRISTI SPECIALTY HOSPITAL,CORPUS CHRISTI,TX,189,NUECES,189
21,CROCKETT MEDICAL CENTER,CROCKETT,TX,25,HOUSTON,25
236,DELL CHILDREN'S MEDICAL CENTER,AUSTIN,TX,248,TRAVIS,248
237,COOK CHILDREN'S MEDICAL CENTER,FORT WORTH,TX,430,TARRANT,430
255,COVENANT CHILDREN'S HOSPITAL,LUBBOCK,TX,73,LUBBOCK,73
382,HEART OF TEXAS MEMORIAL HOSPITAL,BRADY,TX,25,MCCULLOCH,25
383,JACKSON COUNTY HOSPITAL,EDNA,TX,25,JACKSON,25
384,SCHLEICHER COUNTY MEDICAL CENTER,ELDORADO,TX,14,SCHLEICHER,14
386,COCHRAN MEMORIAL HOSPITAL,MORTON,TX,18,COCHRAN,18
402,CHRISTUS MOTHER FRANCES HOSPITAL - WINNSBORO,WINNSBORO,TX,25,WOOD,25
403,YOAKUM COMMUNITY HOSPITAL,YOAKUM,TX,25,LAVACA,25
406,GOLDEN PLAINS COMMUNITY HOSPITAL,BORGER,TX,25,HUTCHINSON,25
578,UTMB ANGLETON-DANBURY MEDICAL CENTER,ANGLETON,TX,64,BRAZORIA,64
579,ST. DAVID'S MEDICAL CENTER,AUSTIN,TX,350,TRAVIS,350
580,MEDICAL CITY OF ARLINGTON,ARLINGTON,TX,342,TARRANT,342
581,TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE,AZLE,TX,36,TARRANT,36
582,HOUSTON METHODIST BAYTOWN HOSPITAL,BAYTOWN,TX,205,HARRIS,205
583,MEMORIAL HERMANN ORTHOPEDIC AND SPINE HOSPITAL,BELLAIRE,TX,64,HARRIS,64
584,BAYSIDE COMMUNITY HOSPITAL,ANAHUAC,TX,14,CHAMBERS,14
585,NORTH AUSTIN MEDICAL CENTER,AUSTIN,TX,378,TRAVIS,378
593,EASTLAND MEMORIAL HOSPITAL,EASTLAND,TX,52,EASTLAND,52
594,THE HOSPITALS OF PROVIDENCE EAST CAMPUS,EL PASO,TX,182,EL PASO,182
595,FREESTONE MEDICAL CENTER,FAIRFIELD,TX,37,FREESTONE,37
596,CONNALLY MEMORIAL MEDICAL CENTER,FLORESVILLE,TX,44,WILSON,44
597,BAYLOR SURGICAL HOSPITAL AT FORT WORTH,FORT WORTH,TX,34,TARRANT,34
598,BAYLOR SCOTT & WHITE MEDICAL CENTER - FRISCO,FRISCO,TX,68,COLLIN,68
599,NORTH TEXAS MEDICAL CENTER,GAINESVILLE,TX,60,COOKE,60
600,HILL COUNTRY MEMORIAL HOSPITAL,FREDERICKSBURG,TX,86,GILLESPIE,86
601,HUNT REGIONAL MEDICAL CENTER GREENVILLE,GREENVILLE,TX,192,HUNT,192
602,MEMORIAL HOSPITAL,GRAPEVINE,TX,34,GONZALES,34
603,GRAHAM REGIONAL MEDICAL CENTER,GRAPEVINE,TX,42,YOUNG,42
604,LAVACA MEDICAL CENTER,HARLINGEN,TX,25,LAVACA,25
605,MEDINA REGIONAL HOSPITAL,HOUSTON,TX,25,MEDINA,25
606,CHI ST LUKES HEALTH BAYLOR COLLEGE OF MEDICINE MEDICAL CENTER,GRANBURY,TX,864,HARRIS,864
607,MEMORIAL HERMANN NORTHEAST HOSPITAL,HUMBLE,TX,255,HARRIS,255
608,CHRISTUS JASPER MEMORIAL HOSPITAL,JASPER,TX,59,JASPER,59
609,KIMBLE HOSPITAL,JUNCTION,TX,15,KIMBLE,15
610,MEMORIAL HERMANN KATY HOSPITAL,KATY,TX,208,HARRIS,208
611,PETERSON REGIONAL MEDICAL CENTER,KERRVILLE,TX,124,KERR,124
612,ASCENSION SETON MEDICAL CENTER HAYS,KYLE,TX,112,HAYS,112
613,COVENANT HOSPITAL LEVELLAND,LEVELLAND,TX,48,HOCKLEY,48
614,BAYLOR SCOTT AND WHITE HEALTHCARE - LLANO,LLANO,TX,30,LLANO,30
615,CHRISTUS GOOD SHEPHERD MEDICAL CENTER - LONGVIEW,LONGVIEW,TX,425,GREGG,425
616,METHODIST MCKINNEY HOSPITAL,MCKINNEY,TX,23,COLLIN,23
617,MISSION REGIONAL MEDICAL CENTER,MISSION,TX,297,HIDALGO,297
618,TITUS REGIONAL MEDICAL CENTER,MOUNT PLEASANT,TX,164,TITUS,164
619,HOUSTON METHODIST CLEAR LAKE HOSPITAL,NASSAU BAY,TX,178,HARRIS,178
620,NACOGDOCHES MEDICAL CENTER,NACOGDOCHES,TX,153,NACOGDOCHES,153
622,ODESSA REGIONAL MEDICAL CENTER SOUTH CAMPUS,ODESSA,TX,14,ECTOR,14
623,PALESTINE REGIONAL MEDICAL CENTER,PALESTINE,TX,86,ANDERSON,86
624,PARIS REGIONAL MEDICAL CENTER - SOUTH CAMPUS,PARIS,TX,214,LAMAR,214
625,GOOD SHEPHERD MEDICAL CENTER - LINDEN,LINDEN,TX,25,CASS,25
626,PAMPA REGIONAL MEDICAL CENTER,PAMPA,TX,115,GRAY,115
627,HCA HOUSTON HEALTHCARE SOUTHEAST,PASADENA,TX,350,HARRIS,350
628,SURGERY SPECIALTY HOSPITALS OF AMERICA SOUTHEAST HOUSTON,PASADENA,TX,37,HARRIS,37
629,ST. LUKE'S PATIENTS MEDICAL CENTER,PASADENA,TX,61,HARRIS,61
630,COVENANT HOSPITAL PLAINVIEW,PLAINVIEW,TX,68,HALE,68
631,REEVES COUNTY HOSPITAL,PECOS,TX,25,REEVES,25
632,TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,PLANO,TX,366,COLLIN,366
633,FRIO REGIONAL HOSPITAL,PEARSALL,TX,22,FRIO,22
634,METHODIST RICHARDSON MEDICAL CENTER,RICHARDSON,TX,209,DALLAS,209
635,OAKBEND MEDICAL CENTER,RICHMOND,TX,168,FORT BEND,168
636,BAYLOR SCOTT AND WHITE HOSPITAL - ROUND ROCK,ROUND ROCK,TX,101,WILLIAMSON,101
637,BAYLOR SCOTT & WHITE MEDICAL CENTER - LAKE POINTE,ROWLETT,TX,112,ROCKWALL,112
639,SOUTHWEST GENERAL HOSPITAL,SAN ANTONIO,TX,327,BEXAR,327
640,FOUNDATION SURGICAL HOSPITAL OF SAN ANTONIO,SAN ANTONIO,TX,20,BEXAR,20
641,METHODIST STONE OAK HOSPITAL,SAN ANTONIO,TX,140,BEXAR,140
642,METHODIST TEXSAN HOSPITAL,SAN ANTONIO,TX,120,BEXAR,120
645,WILSON N JONES REGIONAL MEDICAL CENTER,SHERMAN,TX,202,GRAYSON,202
646,MEMORIAL HERMANN FIRST COLONY HOSPITAL,SUGAR LAND,TX,7,FORT BEND,7
647,MEMORIAL HERMANN THE WOODLANDS HOSPITAL,THE WOODLANDS,TX,351,MONTGOMERY,351
648,HCA HOUSTON HEALTHCARE TOMBALL,TOMBALL,TX,358,HARRIS,358
649,EAST TEXAS MEDICAL CENTER TRINITY,TRINITY,TX,45,TRINITY,45
650,UVALDE MEMORIAL HOSPITAL,UVALDE,TX,25,UVALDE,25
651,ASCENSION PROVIDENCE HEALTH CENTER,WACO,TX,237,MCLENNAN,237
652,HOUSTON PHYSICIANS' HOSPITAL,WEBSTER,TX,21,HARRIS,21
653,PARKVIEW HOSPITAL,WHEELER,TX,16,WHEELER,16
654,NORTH RUNNELS HOSPITAL,WINTERS,TX,25,RUNNELS,25
655,BAYLOR MEDICAL CENTER AT UPTOWN,DALLAS,TX,24,DALLAS,24
656,BAYLOR SCOTT & WHITE MEDICAL CENTER - MCKINNEY,MCKINNEY,TX,143,COLLIN,143
657,HOUSTON METHODIST WEST HOSPITAL,HOUSTON,TX,193,HARRIS,193
659,HOUSTON METHODIST HOSPTIAL,HOUSTON,TX,1128,HARRIS,1128
660,HOUSTON METHODIST WILLOWBROOK HOSPITAL,HOUSTON,TX,313,HARRIS,313
661,DALLAS MEDICAL CENTER,DALLAS,TX,155,DALLAS,155
662,RENAISSANCE HOSPITAL TERRELL,TERRELL,TX,0,KAUFMAN,0
663,BAYLOR SCOTT & WHITE EMERGENCY HOSPITAL AT CEDAR PARK,CEDAR PARK,TX,8,WILLIAMSON,8
664,BAYLOR SCOTT & WHITE MEDICAL CENTER - LAKEWAY,AUSTIN,TX,106,TRAVIS,106
665,BAYLOR SCOTT & WHITE MEDICAL CENTER - HILLCREST,WACO,TX,236,MCLENNAN,236
666,TEXAS HEALTH HARRIS METHODIST HOSPITAL ALLIANCE,FORT WORTH,TX,74,TARRANT,74
667,ST DAVID'S GEORGETOWN HOSPITAL,GEORGETOWN,TX,111,WILLIAMSON,111
668,ST LUKE'S BAPTIST HOSPITAL,SAN ANTONIO,TX,282,BEXAR,282
669,HARRIS HEALTH SYSTEM LYNDON B JOHNSON GENERAL HOSP,HOUSTON,TX,221,HARRIS,221
670,EAST HOUSTON REGIONAL MED CTR,HOUSTON,TX,131,HARRIS,131
671,BAPTIST EMERGENCY HOSPITAL - ZARZAMORA,SAN ANTONIO,TX,8,BEXAR,8
672,MEMORIAL HERMANN PEARLAND HOSPITAL,PEARLAND,TX,64,BRAZORIA,64
673,BAYLOR SCOTT & WHITE MEDICAL CENTER - MARBLE FALLS,MARBLE FALLS,TX,46,BURNET,46
674,EMINENT MEDICAL CENTER,RICHARDSON,TX,5,COLLIN,5
676,SCENIC MOUNTAIN MEDICAL CENTER,BIG SPRING,TX,150,HOWARD,150
677,LEGENT HOSPITAL FOR SPECIAL SURGERY,PLANO,TX,7,COLLIN,7
678,BAPTIST EMERGENCY HOSPITAL,SCHERTZ,TX,8,COMAL,8
679,RESOLUTE HEALTH,NEW BRAUNFELS,TX,128,COMAL,128
680,FIRST BAPTIST MEDICAL CENTER,DALLAS,TX,16,DALLAS,16
684,BAYLOR SCOTT & WHITE MEDICAL CENTER AT WAXAHACHIE,WAXAHACHIE,TX,104,ELLIS,104
685,MEMORIAL HERMANN SURGICAL HOSPITAL FIRST COLONY,SUGAR LAND,TX,6,FORT BEND,6
686,BAY AREA REGIONAL MEDICAL CENTER,WEBSTER,TX,170,HARRIS,170
687,SOUTH TEXAS SURGICAL HOSPITAL,CORPUS CHRISTI,TX,33,NUECES,33
688,FIRST TEXAS HOSPITAL,HOUSTON,TX,50,HARRIS,50
689,HARRIS HEALTH SYSTEM QUENTIN MEASE HOSPITAL,HOUSTON,TX,49,HARRIS,49
691,FAITH COMMUNITY HOSPITAL,JACKSBORO,TX,17,JACK,17
692,THE CORPUS CHRISTI MEDICAL CENTER - NORTHWEST,CORPUS CHRISTI,TX,89,NUECES,89
693,REAGAN MEMORIAL HOSPITAL,BIG LAKE,TX,7,REAGAN,7
